Review;Label;Sentiment;Domain
Love this app All time greatest iPad app for digital art. I'm just waiting for masks;Mis;Positive;Entertainment   
I'm sure the developers will fix the bugs soon, but for now, it's pretty much unusable.;Usa;Positive;Entertainment   
Edit Dude, they fixed the bug so fast. That made me love this app even more. 3;Mis;Positive;Entertainment   
Quick, simple interface but as complex as any desktop application. Love the different brushes, and we can also download brushes. One of the best apps I used on my iPad ;Mis;Positive;Entertainment   
I 100 LOVE this app;Mis;Positive;Entertainment   
As a designer, this app is my go to for illustration. I'm constantly going back and forth between this and photoshop. Very easy to use.;Mis;Positive;Entertainment   
I loved the app before the latest update. It don't allow me to upload photos;Mis;Positive;Entertainment   
The latest update made this app completely unusable. It crashes from just about anything. Im a tattoo artist and usually use it a couple hours a day for work. Guess it's back to pencil and paper until it's fixed. Thanks for ruining something that used to make my life way easier. Please fix it quickly;Dep;Positive;Entertainment   
This is honestly the best app for iPad artists. It's so accessible and has all the brushes artists need. I've tried several other iPad art apps and none really come close.;Mis;Positive;Entertainment   
Love the app but a fix needs to be done. Can't use it since the update, it crashes within seconds;Dep;Positive;Entertainment  
Update works perfect once the iOS update was done;Mis;Positive;Entertainment   
fast support and great service;Mis;Positive;Entertainment   
I Updated my iPad and now it works. I just wish I'd known that needed to be done before I lost all that work and those brushes. I still love the app though and I'll keep using it and I changed my review from 1 to 4 stars. Thanks for the response.;Usa;Positive;Entertainment   
Loved this app and was using it on a daily basis. I used it this morning and now after the update it kicks me out every time I try to change the brush size, rendering it unusable. I lost a lot of artwork and custom brushes trying to re download the app. Also tried rebooting my iPad. Didn't work.;Dep,Usa;Positive;Entertainment   
Updating my iPad brought the app back to perfection;Mis;Positive;Entertainment   
This app should get 10 STARS;Mis;Neutral;Entertainment   
I wrote to the customers service;Mis;Neutral;Entertainment    
About a crashing problem they've had. Fix the problems;Dep;Negative;Entertainment   
They got back to me IN NO TIME;Mis;Negative;Entertainment   
Told me PERSONALLY what do;Mis;Neutral;Entertainment    
And in less than 24 hours they've released;Mis;Neutral;Entertainment    
Thankfully, they have fixed the app and now I can proudly say it is the best sketching tool I've ever downloaded.;Mis;Positive;Entertainment   
Thanks for the update My iPad Pro is 90 Procreate use;Mis;Positive;Entertainment   
Happy to see how fast the crashing issue was fixed. Good to have the app back;Mis;Positive;Entertainment   
I have loved this app since I first got it. I have made so many creations through it. I have had a few issues here and there, but the support team was always quick to help. Thank you for fixing the latest crash issues so quickly;Mis;Positive;Entertainment   
Love the app. Been using it for months. Just want to inform that there is a bug with the recent update that forces the app to crash whenever i try to move a layer or change its opacity. Hope it's fixed soon, thank you;Usa;Positive;Entertainment  
App crashes after 5 seconds. have tried closing the app entirely and reopened it, as well as powering off iPad completely and turning it back on, neither solution has worked. The app worked just fine before but now it is impossible to use, which is very frustrating. Please fix ASAP;Dep;Negative;Entertainment   
Edit After updating the iOS, the problem has been fixed. Just made for a very frustrating day being unable to work;Mis;Negative;Entertainment    
This app was fantastic until the last update June 7th. Now it essentially crashes if you attempt to do anything other than draw. Sad day Please fix it;Dep;Positive;Entertainment   
There's literally nothing you can do in this new version. I tried to import, crash. Lasso, crash. Snap straight line, crash. I hope this is fixed immediately, as I use this software for work. I hope I can find a good alternative in the mean time.;Dep;Positive;Entertainment   
I have a project due tomorrow and cannot access my means of completion due to the app crashing with the new update.;Dep;Neutral;Entertainment   
Unusable, crashes immediately after opening. Needs to be fixed. opening ;Dep;Neutral;Entertainment   
Application is crashing every 10 seconds. What is the deal with this app. Why can't they fix the issue;Dep;Neutral;Entertainment   
I love this app but I currently can't use it because it crashes alllll the time. Pleaaassseee fix this 3;Dep;Positive;Entertainment   
I'll like to begin with saying if you have crashing issues then you must visit Procreate's FAQ there they explain how to stop crashing. It worked for me. Anyway my reason for 4 stars and not 5 is for minor glitches sometimes the crop too won't move. otherwise amazing app. Though more tinkering is needed.;Usa;Negative;Entertainment    
Everything was perfect until now, I can't even open up my drawings anymore ;Dep;Positive;Entertainment   
This app was the best drawing app I've ever used until the latest update. Brushes of all kinds, easytohandle layers, and a timerscreen recorder. I used it almost constantly for everything. Now, unfortunately, the app stays open for approximately thirty seconds before crashing. Please fix. I spent a full 6.00 on this and I still love it.;Dep;Positive;Entertainment   
Ever since the new update I've been experiencing crashing every time I do certain actions such as zooming in, clicking on the gallery button, etc. I know I am not the only one having these problems as I have seen other people's reviews. Please fix this as soon as you can. Thanks;Dep;Positive;Entertainment   
This app is my favorite, but since the last update I can't zoom and pinch the canvas which it causes crash for the app. Please fix it I can't draw ;Dep;Positive;Entertainment   
Unfortunately I use this for work and a normally great app but keeps crashing. This problem needs to be fixed asap;Dep;Negative;Entertainment   
It's extremely annoying because the app crashes immediately after opening it. My parents bought me this iPad and a pressurized stylus just I could draw. I used to love this app so much and draw all the time. Until it got updated. Now I can't draw at all. Very upset. PLEASE PLEASE PLEASE PLEASE FIX THIS ASAP;Dep;Positive;Entertainment   
Since updated on June 7th 2017 on my iPad Pro the app will crash when zooming in real fast or rotating. Please fix I really do enjoy this application. It was great I advise do not update to latest version of it.;Dep;Positive;Entertainment   
Ever since the new update the app has been crashing like CRAZY I haven't been able to do any artwork for the past day or two Please fix this;Dep;Positive;Entertainment   
i just went on and it crashed about 3 times. im trying to experiment with the layers and modes and yet i cant even do anything because it kicks me out. aparrently, its the new update. please fix this asap, it is irritating me.;Dep;Negative;Entertainment   
I can't even do normal art anymore it won't even stay open for a full gen seconds anymore please fix this I'm really upset;Dep;Negative;Entertainment   
Edit updating to the latest iOS fixed all on the crashes with latest Procreate update;Mis;Neutral;Entertainment    
The app continually crashes every time I zoom in and out on a project, following the update on June 7th. Please FIX IMMEDIATELY;Dep;Positive;Entertainment   
I adore Procreate, the app is wonderful and I use it often. Before the newest update, the app crashed only every once in a while. This did not bother me. However, now, I cannot use the app because of so much crashing. I will open my drawing and maybe make a stroke or two, and then BAM It crashes. Please fix this;Dep;Positive;Entertainment   
Still rating this app five stars because it is absolutely amazing, but as you may have noticed there seems to be a stick in the spokes;Mis;Positive;Entertainment   
I use this app every single day but as soon as I updated it today it started crashing every time I open it. Very upset please fix this soon.;Dep;Negative;Entertainment   
Every single I try to use the app and I start editing a picture, I crash. I try resetting the app but it still doesn't work. I also see this with other users as well. I can't zoom inout, can't use editors tools, I can't fill, I can't change colors only by using the eye dropper tool can I  change the color can't use the bar on the left side at all. Please make an update to fix this;Dep;Positive;Entertainment   
This app was the reason I bought the IPad Pro and it has been incredible. Since this latest update I can use it at all without it crashing, I hope it's not too long before y'all fix it up. I'm sure you will.;Mis;Neutral;Entertainment   
I am on deviant art and I've been using this application the whole time. It's been amazing since the recent update, and it's so frustrating I almost broke my stylist. It crashes ever since the recent update.;Dep;Negative;Entertainment   
This app is great, I do a lot of my digital designs on here so having this ridiculous nonstop crashing is very disappointing. Please fix this immediately. Should not be having these issues this far along the application release...;Dep;Neutral;Entertainment   
The app is great but it crashes every time I try to insert an image or adjust the brushes and I can't do anything now. I hope this will be fixed ;Dep;Positive;Entertainment   
What used to be my goto illustration app is now completely useless. Every time I zoom in, or paste an object  the app crashes 100 of the time. A very hasty and untested update  please repair the damage. I love this app and NEED this app to do work;Dep;Positive;Entertainment   
I love this app, but the only problem I have is shading. I wish there was some way to just make a new layer, pick a color and a brush, color the spots that you want to be shaded, and then do something to make the spots where you put down the color shaded. I mean, I know it sounds unrealistic, but maybe in the next update it could work;Mis;Positive;Entertainment    
Please don't let is type of problem happen ever again  This is so embarrassing.;Mis;Negative;Entertainment    
Whenever I go to change brush size or opacity, the app crashes. I've tried deleting the app, restarting my iPad, everything I can think of. This just started today, what happened;Dep;Neutral;Entertainment   
I absolutely love this app, I've had it for a little over a month, and I've created so many pieces of art with it But, the issue I'm having is every time I open one of my drawings, they weirdly switch the orientation and when I try to turn it, the whole app crashes. I restarted my iPad twice and nothing works. I think it may have to do with the latest update, but I still love this app.;Dep;Positive;Entertainment   
I have been using this app for more than three years now, and I love every last feature. However, I haven't been able to zoom in after I downloaded the newest update.;Mis;Positive;Entertainment   
I love this app and had spent two hours working on a piece before I updated, but now can't change anything without the app crashing. Help;Dep;Positive;Entertainment   
After the latest update I can't even use it because it crashes every time I try to insert an image or use the selection tool ;Dep;Neutral;Entertainment   
Love the app but the new update brought a crash whenever you try to do anything Please fix immediately;Dep;Positive;Entertainment   
Way to ruin a good app, with an unnecessary update. Hope y'all fix it soon cause y'all are costing me money. Don't fix it if it ain't broke. I'll be sure to make sure my auto update is off from now on.;Dep;Positive;Entertainment   
Since the update I can't insert any images without the app shutting down, please fix asap;Dep;Positive;Entertainment   
I love the app It's made my art into a whole new level, unfortunately the new update has created a problem. When ever I try to change the size of the brush or opacity it crashes. I have tried everything, closing the app and shutting down my iPad. It just doesn't work.;Dep;Positive;Entertainment   
Update the software on your iPad It solved my problems with the new update I believe the update wasn't compatible with the old software, so to fix it, just update Hope this helps ;Mis;Positive;Entertainment    
It started out as great and all, but recently I can't even go five seconds in the app without it crashing..;Dep;Positive;Entertainment   
Before today, I used procreate to run my art account, but when I went to work on my pieces, it crashed every time I would fiddle with the canvas zooming, erasing, etc I can't finish any of my owed art, and this is an extreme issue. Please fix the glitch;Dep;Positive;Entertainment   
Program keeps shutting down with this new update. As soon as I try to zoom inout, change brush size, program crashes.;Dep;Neutral;Entertainment   
Love this app and use it on a regular basis for design work. After the last update the app crashes when resizing and selecting. Unusable as it is right now.;Dep;Positive;Entertainment  
App crashing when I try to change background color. There is clearly some problem that the developers need to fix. ;Dep;Neutral;Entertainment   
Whenever I copy and paste anything I've drawn, the copy always comes out blurry. It's always been like this for me, and it's incredibly annoying. I don't know if I am doing something wrong. Please fix this issue.;Dep;Negative;Entertainment   
So..this was my favorite app ever. That is...until the new Smallest Update Ever Now every time I click on a drawing to work on it, the app crashes and sends me to the home screen. I even restarted my device and it still crashes My friend is lucky she found out before she updated. At least someone can use it.;Dep;Positive;Entertainment   
EVERYBODY PLEASE UPDATE TO IOS 10.3.2 TO RESOLVE CRASHING ISSUES;Mis;Positive;Entertainment    
Edit 7717 okay, upon updating my iPad to the most recent iOS, looks like all crashing issues were solved, so back to this app's mostly flawless self again;Mis;Positive;Entertainment    
Most people don't choose to update until later for various reasons, though, so I would take that into account in future updates.;Mis;Neutral;Entertainment    
Please fix, the app is unusable with the latest update.;Sup;Positive;Entertainment    
I use this app everyday for work.  I love it.  Starting today it closes every time I try and import a flat image so it is currently unusable for me.  Please fix.  Using on an iPad Pro 12.9 inch;Dep;Positive;Entertainment   
Every movement causes the app to crash. Want to open a new drawing Nope, crash. Can't even access my old drawings now. It's a useless paid app until its fixed.;Dep;Negative;Entertainment   
I've been using this app for about a year now and it has seriously helped me with my art. Within a year I've exported more than 350 canvases from here, I much preferred drawing on here than other devisesapps. It's simple while also having a lot of features. But,, recently after the lock' option has changed in December, it has really screwed me over. Now, I have an issue where I can't even open a canvas without it crashing within 2 seconds This has never happened before, and there's nothing that's truly causing it. I have plenty of storage and I've deleted lots of Procreate canvasesfiles after the issue. You have a great app, but it seems that many people have crashing problems.;Dep;Negative;Entertainment   
First off, I absolutely love Procreate, but, the new update makes it crash... please fix this as soon as possible.;Dep,Sup;Positive;Entertainment   
UPDATE you have to update your IOS to get the app working again. Since the update the app has become unusable. Normally this app is amazing. Hopefully this will be fixed soon.;Sup;Positive;Entertainment   
Latest update crashes every single time. Please fix urgently.;Dep;Positive;Entertainment   
New update crashes after a few seconds on iPad Pro. Unusable, help;Dep,Sup;Positive;Entertainment   
This app was working great until the new update, now every time I try to plug an image it shuts down immediately. Hoping this gets fixed sooner then later...;Dep,Sup;Positive;Entertainment   
I love this app so much, but since the most recent update the app keeps on crashing when using certain tools Please fix the glitch, thank you ;Dep,Sup;Positive;Entertainment   
I love the app Everything about it is amazing but this recent update keeps making me crash and if you can't tell, I'm actually an Instagram artist. I'm going on a trip and I want something to do during the plane trip but if procreate isn't working there is no way I can do anything. Plus I want to post something on my page before I leave for my trip. Please fix this asap;Dep;Positive;Entertainment   
I've used this app for over a year and it's been amazing, but after this update it's constantly crashing and I can no longer do anything. Please fix this ASAP as I rely on this app for many thing;Dep,Sup;Positive;Entertainment   
anytime i try to zoom, change hue, ect the app crashes this 'little' update makes this app useless its my favorite drawing app so please fix this bug soon  ;Dep,Sup;Positive;Entertainment   
Brand new, Newest update is crashing my app. Working on a custom canvas size and when I go to zoom in on a section of the page, it shuts down, Consistently ;Dep,Sup;Neutral;Entertainment   
EDITED update to iOS 10.3.2 fixed crashing;Mis;Neutral;Entertainment    
Lost all of my drawings from the deleting app and trying to fix update;Dep;Negative;Entertainment   
Basic writing is impossible. Pursuing refund;Mis;Neutral;Entertainment    
This app was so cool when I played with it in the Apple Store. I got home and downloaded it for my iPad Pro but the stupid thing crashes EVERY TIME Ironically adobe sketch works way better and it was free. Complete let down.;Dep;Positive;Entertainment   
The recent update has made my app crash 5 times so far today. Please fix ;Dep,Sup;Neutral;Entertainment   
The app consistently crashes while zooming in and out of the canvas;Dep;Neutral;Entertainment   
I love this app very much I use it like every day But ever since I got the new update it has been crashing whenever I zoom in or whenever I change the brush size. It would be nice if the crashing could stop so I can use it again and enjoy it.;Dep,Sup;Positive;Entertainment   
The latest crashes every time that I try to use the selection tool.;Dep;Neutral;Entertainment   
Most recent update makes the app crash when opened. I have more than enough memory 38 gb unused and the most recent version of iPad mini. Hope this is resolved soon because I love this app.;Dep,Sup;Positive;Entertainment   
This is an excellent app. However the app does crash when you do certain actions such as zooming in and changing the opacity of the layers;Dep;Positive;Entertainment   
Can't insert images since update. App immediately shuts down. Really need to get some artwork in the app to work on Hope there's a fix soon.;Dep,Sup;Positive;Entertainment   
Love this app it's basically all I use for work so five stars but this update has really messed up my whole situation;Sup;Negative;Entertainment   
since the update, attempting to resize the brush or scale the opacity results in a crash, essentially rendering the app unusable.  please fix this as Procreate is an amazing app overall. thank you ;Sup,Usa;Positive;Entertainment   
I love this app, up until the last update, now it is crashing, I even restarted my iPad and the app is still crashing, what is going on;Dep,Sup;Positive;Entertainment   
Can you please add Frame by Frame animation features so people can draw and animate on pro create at the same time and that will be great ;Mis;Positive;Entertainment    
Just bought the app a few days ago, it is amazing, I'm a pro illustrator who has finally upgraded my tool box to an IPadPro and  Apple Pencil, and I am in heaven. Thank you Procreate for creating such a user friendly app. ;Mis;Positive;Entertainment   
This is the best drawing app bar none for the iPad.   Possibly even the best app on any platform.  Yes I think it's that good.  Being able to touch and sketch while zooming in and moving around is the best drawing innovation.  And you can't replicate the ease of use you get with this app on a computer, even with a drawing tablet.;Mis;Positive;Entertainment   
This is the only program i use with my Apple Pencil. The responsiveness make everything go smooth. The brushes are a representation of what they claim to be exactly, from clouds, smoke, all the way to nebula star combos and customization. ;Mis;Neutral;Entertainment   
The only concerns or features that i have , is curve selection tool is needed for precision line work, re cropping after project has been started, More popular apps i can use for streaming such as youtube or Facebook would be ideal for the tutorial consumers, more alpha images to create user created brushes. ;Mis;Positive;Entertainment    
Ps I love it soo much but give use more frequent updates or hire a bigger team so they can help ... ;Mis;Positive;Entertainment   
Thank you guys for the great Australian app i consider my new digital art station.;Mis;Positive;Entertainment   
i'd rather you guys update more often than dropping a big update every 2 years;Mis;Neutral;Entertainment    
It has amazing capabilities for an iPad app, but I have one problem. It seems small, but it has big consequences.;Mis;Negative;Entertainment    
If you select a layer, and then use a different color to color over it, the end pixels turn a different color and end up a huge eyesore. Please fix;Usa;Positive;Entertainment   
Also, could you make it so it's easier to create comic boxes or strips And when you're .... circling what you like to select, could you make so it's more than one shape, if possible;Usa;Positive;Entertainment    
Since getting an iPad Pro I've used Procreate extensively for a filmrelated project and it's been an unadulterated joy all the way. It's provided the missing piece to my digital art efforts simply by allowing me to draw and paint digitally with a minimum of fuss and associated technology. One stylus, one iPad, one happyasheck artist I love this application and the friendly, attentive, and responsive team behind it. I'd give it six stars if I could.;Mis;Positive;Entertainment   
This App is by far my Go to App for doing art. The one thing that would make this app unbeatable is having a pen tool like Photoshop.;Mis;Positive;Entertainment   
The line above says it all. Procreate is perfect for me, as it has liberated me from the tiresome Ihavetodothisinordertodothat syndrome. In other words, I can get effects that I dont even know I want, or knew existed, but when they are right there in front of me, Im happily blown away. Procreate is really a program to commit to, and a pleasure, because in a cold digital world, its something to love.;Mis;Positive;Entertainment   
This is a great app honestly For anyone who is an artist and wants a good program to use BUY THIS. It has almost all of the features of photoshop and you can have unlimited layers which makes it feel even more profession and worth your money. You can import your own pictures and even import more into the already opened file if you need a reference photo But with that being said, sometimes my app freezes randomly for a few seconds but Ive read about the internet and that could also be IOS 11 doing that so hopefully their most resent unpatriotic helps with that;Per;Positive;Entertainment  
This app is amazing for artists its going to be always the best;Mis;Positive;Entertainment   
This is my only and best app since then i forgot all other apps and programs;Mis;Positive;Entertainment   
i have been using this app for almost 7 years since it was a gray icon that icon should be back some how;Mis;Neutral;Entertainment   
Thanks to you but always not forgetting Apple Pencil which made this phenomenal app is above all;Mis;Positive;Entertainment   
As of November 1, 2017  They did it  Apparently the new iOS is working finally and Savage is right on top of everything, and releasing their matching updates fast and furious.;Mis;Negative;Entertainment   
If you've never tried this app, you absolutely HAVE to.  It is beyond belief, and the forums are extremely helpful and wellmoderated.  Savage the developers are incredibly responsive.  It just doesn't get better than having the best app drawing and painting experience, AND the best support right there along with you.;Mis;Positive;Entertainment   
Make a Mario kart game in this game for update;Mis;Neutral;Games    
Enjoyed the game. Needs an update with more levels or a second game. It's actually a pretty good price for a MARIO game. Would like it if you could play offline, at least the tour, obviously needs to be online for rally. Overall, good game.;Mis;Positive;Games   
So awesome to remember my childhood;Mis;Positive;Games    
I can't open or play the game. This has been happening for a while. I keep on Getting that code please fix. I want to be able to play this game again;Dep;Positive;Games   
Would be a great game if it did not take ten minutes to load even on hi speed wifi. Not worth the wait. Try again Nentendo.;Per;Positive;Games   
I LOVE YOUR GAMESCONSOLES hah hah haaaah right so I'm a tooootal fan I love your Mario I have Donkey KongSuper Mario Maker sorry but I don't have the Nintendo Switch aaaand I have your 30th anniversary Mario amiibo congrats on the Mario character. AND WHY YOU RELEASE A CONSOLE TO SEE IT FAIL;Mis;Positive;Games    
Not with it at all. Unless you plan on replaying the same maps 5000 times each I guess.;Mis;Neutral;Games    
I really loved the game , but once you finish the worlds theres not much more to do and the toad rallys are gen pointless. Add more worlds Then the 10 would be well spent;Mis;Positive;Games   
The game is really good, great graphics, controls, smooth. The biggest problem I have is that I spent 10 for a app I beat in 3 days. There's no actual goal after the cake. Maybe a statue. Characters are all fairly easy to get. The levels are good I like the idea that each level changes depending on what color coins your going for. The game overall is just very short. First day of playing I reached max level for the castle that's seriously underwhelming.;Mis;Positive;Games   
For people who bought the game, could you make level maker Because after you complete the tour, there's nothing else, plus 10 dollars is no joke. I'm not talking like major features like changing how it looks or anything, just a nice simple editor;Mis;Positive;Games    
I like this game. Mario is a personal favorite character of mine for 10 years, but this game almost made me stop playing Mario games forever. I hate that you have to pay 9.99 for the rest of the levels. I mean come on I should have expected this because every free to play game has you pay for stuff. I know Family Guy The Quest for Stuff makes you pay for stuff. Now because of that problem, I deleted it and I'll get it back unless you change it.;Mis;Negative;Games    
Love the Mario Games, so i'm glad to see Nintendo coming to the Smart phones now. This game is a must have for any true fan. Only issue i have is we need more levels. When are we going to get World 7 and World 8 ;Mis;Positive;Games   
For 10 they should release more levels finished it last year. And still nothing new;Mis;Neutral;Games    
It's an incredible game reminds you of Mario 64, until you reach the second world. Normally games that are free still make money because making a purchase will get you further ahead than those who play for free. This game plays the exact same way until you beat Bowser in the first world, and get told the only way to continue playing is to purchase it for 9.99. After that, a must play turns into a must delete. ;Mis;Positive;Games   
The app at first draws you in, however, once you get going you realize the rest of the maps are 9.99 and is a complete rip off. It took me an half an hour to complete half the maps only to realize the other half wasn't free. And now I'm basically finding myself bored of the one thing I can do in the game, because I'm isolated to it without spending money.;Mis;Negative;Games    
Mario kart and super mario bros on ipad;Mis;Positive;Games    
I like the game but I enjoy the road rally. But I don't like you need to get toad rally tokens. They're kinda hard to get.;Mis;Positive;Games    
I purchased the app and I'm still unable to go to the next world. It states for 9.99 you have access to all worlds but this was not the case for me. I was unable to contact Nintendo about the issue. Don't waste your money;Dep;Positive;Games    
An amazing foray into the world of mobile gaming for Mario. It's a simple game with a one time payment to open all its features. I was hesitant, but now that I've purchased it I'm delighted and surprised with how much fun I have every time I hop into this app. It's easy if you want it to be, challenging if you want it to be, and 100 quality Nintendo fun. Bravo;Mis;Positive;Games   
This game isn't a true homage to the legacy of Mario, and purists won't love it. But at its core, Super Mario Run is a good mobile game that translates the arcade style of Mario well.;Mis;Positive;Games    
This app may seem flashy to some but please do not waste your time It costs TEN DOLLARS to buy the next levels WHY WOULD YOU GUYS RUIN WHAT COULD OF BEEN AN OKAY GAME Thanks a lot what a rip off;Mis;Positive;Games    
I love the game, but I think Nintendo should add items, such as the double cherry, super acorn, super bell and many others.;Mis;Positive;Games   
This game is awesome but y do people vote it 1 star I looked at most of the 1 star reviews and most say they like the game but why I think it's because they don't want to pay 10 dollars for the game but the truth is it's almost as good as new super Mario bros U and that game costs 60 And no one complains about that Smr is an under rated game;Mis;Positive;Games   
I love it you can be different characters;Mis;Positive;Games   
I really like this game. It's just so fun and it only took me 2 days to complete the game. Ignore the bad reviews. I hope they can add more worlds;Mis;Positive;Games   
Nintendo has made some of the first great video games that made the gaming industry a big thing, but this, WHAT ARE YOU DOING Nintendo. I thought this was just a mobile Mario platformer but it's ruined just like sugar crush.;Mis;Negative;Games    
I really appreciate that MARIO is finally on iOS, but the gameplay is not great and I keep getting frustrated that I can't go backward or hit bricks that are too close together. I'm going to stick with the NES in my living room for now. I hope Nintendo tries again;Usa;Negative;Games   
I thought it was freeI liked the game but I don't think it was ;Mis;Positive;Games    
worth 10 dollars .Five levels are free rest are 10 dollars ;Mis;Positive;Games    
My point is that if your looking for a free app this isn't the ;Mis;Positive;Games    
After beating the game with the world's, there's not a whole lot to do. Yeah there's the Toad Rally, but that gets old after a while. For 10, you think they would update with new levels. Heck, even free games push out new levels;Mis;Positive;Games    
In short, it\'s a fun game to play, just gets old and repetitive. Please update and add something new.;Usa;Positive;Games    
Before I get hate you need to know I love the Mario series it was my first game every and I was excited for this but sadly I have to say I didn't like it;Mis;Negative;Games    
I need friends can you add random people as friends;Mis;Positive;Games    
Fun but way too expensive and short for the price, meh;Mis;Positive;Games    
Another cheap way for Nintendo to get your money because you have to pay to unlock the stages for money. Plus you only get to play 5 stages and don't get me started on DLC from smash conclusion Nintendo is a greedy company ;Mis;Negative;Games    
Great Game, Simple to learn but very to get all the Pink,Purple,and Black Coins. Now first things first 10 is CHEAP, SOOOOOOO many people complain, its really not that bad lets see, oh Mario Run is 10 so what, almost EVERYONE has a phone or a iPod but not everyone can afford a 300 dollar Nintendo switch and a 60 game. So 10 for a full fledged game is Cheap. Ok, 2 My only Request is to have playing the tour NOT RALLY be Wifi Free. That's it Thanks Nintendo ;Mis;Positive;Games    
I love Mario Brother games and was so excited to come across this one but was saddened when the sound wouldn't work. FYI I have a iPhone 7 plus and checked the game settings.;Dep,Sup;Negative;Games   
Fun game but not fun enough to have to buy the other worlds with actual money so I deleted it;Mis;Negative;Games    
The app is really good except for to do a lot more, you have to pay for the next levels. You can only do World 1 and it's super easy. Then for World 2, you have to unlock a pack with more characters and toad colors for toad tally, which all has to be paid for. After you defeat the fist level for Bowser, you're pretty much done with the game unless you pay for the extras;Mis;Positive;Games    
I love the game, gathering different coin colors, and especially the Rally and building the kingdom. I just wish that my kingdom was large enough to hold all my special items at one time.  Also,  I have 800,000 coins...and have nothing to spend it on...have purchased one or more of every item. ;Mis;Positive;Games   
I want more rainbow bridges and special items please ;Mis;Positive;Games    
Terrible, it's not mario at all.;Mis;Negative;Games    
Hi Nintendo. I was thinking that you should let all worlds for free for the ones that can not purchase it. Like this one time I was playing toad rally and I had to win purple toads but you had to purchase it so can you please make it free it will be fair for the ones that can not purchased it and you can get great reviews and support So please do that right now and thank you so much and remember that I am a super Mario fan;Mis;Positive;Games    
The game is fun but I HATE that you have to pay 10 to play from world 2 on, this is ridiculous, it shouldn't cost 10 to play the game after it says free in the App Store Everything else is fine with the game though.;Mis;Positive;Games    
I like the game but 10 for one package is too much. It should only cost 5. Please fix this.;Mis;Positive;Games    
But it's never updated.  I beat the game in a week;Sup;Neutral;Games    
It's awesome but I can't get in to the 4th world for some reason wow I downloaded that for nothing;Dep;Positive;Games   
I love this game so much. But you should have toad rally tournaments. For example you can make or join one. When you make one, you then wait for seven other people. When you join one, you join everybody else and then wait for other people. But you can also say you need to have like 1,000 toads to join. However you can have up to 250 less toads then needed the 8 players battle in toad rallies. And the Winner wins like purple and yellow toads;Mis;Positive;Games   
This game was fun at first when I initially bought it but now I barely look at it. Please add more mini games not just statues and fireworks, I would like to actually play and use the game mechanics. I'd like to see a little more investment into this game.;Mis;Positive;Games   
Personally, I think this game is awesome. It's Super Mario Bros in your pocket and your phone is smaller than a DS, is it I don't know but I'm pretty sure a 6S and under is smaller than a DS. Anyways,. The idea to do this was really cool except for on thing......if you really wanna play the whole game, your gonna need a ten in you wallet that's available. This is I think the only problem people have had with this game but the game will become more popular if you just end up making the full game like 0.99 at the purchase of the game. Otherwise, this game is awesome.;Mis;Positive;Games   
It's a great game but we the people have to pay for the other worlds that is unreasonable if that's the way it is gonna be list it as the cost of all the worlds instead of free thanks Nintendo even though you won't see this;Mis;Positive;Games    
Super Mario Run is a blast to play, however I've noticed a bug. If you win on toad rally the game locks up. You are unable to select change opponent or change kingdoms both of these options work if you loose the rally. Quitting the app and reopening does not cause a loss of won toads.;Usa;Positive;Games   
Kind of lame that you can't stop running. I get that's the whole point of it. That's why it's a 3 from me and not a 2.;Mis;Negative;Games    
Don't get me wrong, I love the game but one of my biggest gripes is the Price. I mean come on, 9.99 10 for a simple mobile game That's a little expensive compared to other games in the App Store. Because I don't really want to pay 9.99 to unlock all the levels of the game. If Nintendo could do this then they should lower the price down to maybe 4.99 5 then yes I would definitely buy the full version of the game. And I bet a lot more people will buy the game and Nintendo would make more money by doing this.;Mis;Positive;Games    
I beat the whole game. After that, you can play with other people but they are the same worlds. It gets old. It was worth the 10 when I was trying to get to save princess Peach.;Mis;Positive;Games    
Games just crashes every time I download it;Dep;Neutral;Games   
I find it unfair that you must pay 10 just to continue a free game;Mis;Negative;Games    
Super Mario Run is an okay game. The graphics are nice. The gameplay is repetitive. The Rally mode adds replayability. You have to get Rally tickets to even play it. It just counters itself in every way with its features. It's not that good. There are a lot of people saying ignore the hate, but I am just saying what I think. Super Mario Run is a bland game, not worth 10. If this game wasn't Mario, it would be less than 2 or even free. Unpopular opinion, but I just don't like it.;Usa;Positive;Games   
I was really excited about this and it played as I was expecting but if you want all the worlds you have to pay 10 for it which is misleading and the reason I gave it 2 stars.;Mis;Negative;Games   
Menu will not pop up when completing an easy mode level. Why? Fix it immediately;Usa;Positive;Games   
Definitely great for me  my daughter. We love it.;Mis;Positive;Games   
I paid 9.99 for this game.  It's time to update and give us more levels;Mis;Neutral;Games    
This app is super fun except for one problem. In order to play the game you need to pay 10 Personally I believe the price should go down;Mis;Positive;Games    
The game had only two power ups Which are the star and mushroom powers And the game needs more things to do and more worlds and levels to play After you beat the tour levels it's quiet boring and there is just nothing else to do;Mis;Neutral;Games    
good game but it requires you to be online to be played, i dl games mostly to use in air planes road trips and places were there is no connectivity, this game defeat the purpose of a single player and twist it to some 3rd party wicked agendA;Sup;Negative;Games    
please allow us to play this game offline. I can'\t play when I am not connected to the internet and it is a problem.;Sup;Positive;Games    
This apps only purpose is to generate cash. And free is a lie. Also I really hate 41 remove it and ill rate 5;Mis;Negative;Games    
